etag,videoId,publishedAt,channelId,title,description,channelTitle,publishTime
a0U_3fX80EPjzeg3XSRbab7uEXg,Ki6H1nC_Fuk,2020-08-14T08:20:12Z,UCZod_bG7q3OmdOp_zt5ns-g,Vol2Cat - In A Dream [Official Music Video],"German production duo Vol2Cat effortlessly encapsulate those dreamy summer days with their latest offering. Combining a mesmerising melody, hypnotising ...",Darklight Recordings,2020-08-14T08:20:12Z
drs9rK0Z2I3z4ZszKOuPnMGBat4,vUf-T2agynM,2020-03-24T16:00:12Z,UCB-7IEpKGIdXkgGUObE5D5A,Brooks - Say A Little Prayer (feat. Gia Koka) (Official Video),#Brooks #SayALittlePrayer Subscribe to STMPD RCRDS: http://stmpd.co/YTS and turn on notifications to never miss a release! STMPD RCRDS ON SPOTIFY ...,STMPD RCRDS,2020-03-24T16:00:12Z
QwO6NIZE3h3uq1ZDUilhmvsQ3sE,5L6uPrCFTyA,2021-05-18T01:41:49Z,UCH3V-b6weBfTrDuyJgFioOw,Link - On A Roll (Official Video),"""Turbo"" EP available to stream/buy: ➘ Store: https://ffm.to/turboep ○ Subscribe for more: http://bit.ly/TheDubRebellionYT → Link https://linktr.ee/LetsLinkMusic ...",The Dub Rebellion,2021-05-18T01:41:49Z
n_wPGIiHkPMT-REL9sU3p2G7gJc,MkJn_VqeZOo,2019-04-27T20:27:46Z,UC9mmTStzJKjoUlmvDJWnQvQ,Luis Castellanos - A Sweet Madness (Official Video Audio spectrum),"3er Track para el Canal! Espero les guste la canción, hay un error en el Audio spectrum que se ve una línea negra que aún no puedo resolver, pero dejando ...",Luis Castellanos,2019-04-27T20:27:46Z
bQkbPR8AhqaYbSc98efwHk7UsH0,DkrttwrpHAs,2020-06-01T20:46:40Z,UCkK5ItSuKaUi6ogl-GUWxog,Gabry - Take A Bass @Remix 2020 (Official Video),Take a Bass @Remix 2020 (Official Video) Music Beat Producer: Gabriele Raiola.,King G,2020-06-01T20:46:40Z
Pld8ExlwBhqXBm-X8qAyO3lppRU,J9kjdDwN4A4,2021-01-06T16:00:10Z,UCnEI_l0h5u5uLNFn7gmQ48Q,Cal Fish - Checking in on a Friend (Official Music Video),"From Cal Fish's ""Plastic Flag"" Out February 26th 2021 on Fire Talk Spotify: https://spoti.fi/2KZRSRn Apple Music: https://apple.co/3lrS5cF Bandcamp: ...",Fire Talk,2021-01-06T16:00:10Z
5E6l7-27y2hvV1dhjZ20yvFRPXQ,Vqceu7ghhPg,2020-06-11T09:09:47Z,UClLapRFXIRe9nSoLCj1KFNw,WHAT A NIGHT - BY DJ RANIL ( official video),Published on 11/06/2020 THANKS FOR WATCHING THIS VIDEO. PLZ SUBSCRIBE AND SHARE IT. Also on souncloud-https://soundcloud.com/ranil-marsel ...,RANIL MARSEL,2020-06-11T09:09:47Z
7sU706DZ1lQruO9v-y-6YGvzDjQ,oZOlHSBQokk,2017-04-23T19:00:04Z,UCGZXYc32ri4D0gSLPf2pZXQ,MaxRiven - Rhythm Is A Dancer (Official Music Video),Stream more Armada Music hits here: https://ArmadaMusicTop100.lnk.to/PLYA Listen or download: https://ARBNL161.lnk.to/RISDYA Subscribe to Armada TV: ...,Armada Music,2017-04-23T19:00:04Z
lBDzv2MV8hQE-O34C9_uEGNCjiM,YNmSU1yzIA8,2012-05-22T16:00:19Z,UC0iwHRFpv2_fpojZgQhElEQ,A-Trak &amp; Dillon Francis - &quot;Money Makin&#39;&quot; (Official Video),"In keeping with the two DJs' absurd sense of humor, they star in the clip as repairmen who transform a busted ATM into a hard-partying dance machine that ...",Noisey,2012-05-22T16:00:19Z
ghcXgp9kDSp2jesPBSLe66IfMh4,AbrTU0-ekik,2018-12-11T09:14:15Z,UCfAPHCkb5k-t-Of2UUvdygw,KURA - Like A Boss|DJ Nation Official Music Video| DJ Version 1.16.14™,"Hallo viewers, welcome to Dj Nation. In this video, music are not free!⚠ This music subject of copyright. For new video - subscribe us now. And like, comment ...",DJ Nation TM,2018-12-11T09:14:15Z
F3evhrptsuRsWRvw6p5TBxy6V9Y,uiDqMsokUzI,2017-08-30T16:57:32Z,UCTNuJMqMmfMo89o3y8bqAbg,"Sapão feat. DJ Tom, DJ Shark - A Resenha (Official Video)",Ouça no Spotify: http://po.st/SGD45p Siga nas Redes Sociais: Facebook: https://www.facebook.com/djtombrasil/ Instagram: https://www.instagram.com/djtom/ ...,DJ Tom,2017-08-30T16:57:32Z
w6Fy45_jPn17T2WgsJYjWtigRI8,SySynB6o3Lk,2014-05-26T14:00:08Z,UC8T2Gp8Fya42cZXdIoSwNZQ,Taylor Jones - Forever in a Day (Official Video HD),snwflk* Producer & Beat Maker... https://snwflk.org https://twitter.com/snwflk_producer https://www.instagram.com/snwflk.producer ...,snwflk*,2014-05-26T14:00:08Z
EDzkO8t8Ni40p2mCX-OZ_7gTt7Y,ErpqBb4dtPc,2020-06-24T20:34:31Z,UCx9xWbOMZQUyrJ__eFNUO-w,AnJey Rozek feat. Laureli - I Got a Feeling (Official Music Video),"Genre: #Pop, #EDM, #Dance, #happy, #romantic Lyrics: tell me something that i already know i've been waiting on the chance to get u into my zone tell me ...",AnJey Rozek,2020-06-24T20:34:31Z
sEBVekB3mh1DR44WxeI7WzcYYY8,6-ZaYMef814,2018-08-04T05:11:54Z,UCyIN1G5lz_sq-VLD4d3iF-Q,life is a movie(official video),"life is a movie is a story about a club dance music,EDM MIX .Don't forget to Like & Share the single if you enjoy it! Is out now : #EDM #HIPHOP ...",DON Runz,2018-08-04T05:11:54Z
8-CjfBo7O5EbxZXM7pt1FVkY0bs,lH4vXBIXNJg,2011-07-05T12:57:08Z,UCgHVHzd5JXIRylNFu4JX8vg,Kyau &amp; Albert - A Night Like This [Official Video],NIGHTS AWAKE: https://itunes.apple.com/album/nights-awake/id600009963 http://www.facebook.com/kyauandalbertofficial.,KyauandAlbertTV,2011-07-05T12:57:08Z
InVuw5l7jlz6IpIn_5PICX0ge-k,ZDUfs--pJJk,2018-04-27T10:39:08Z,UCl-7b9TQN00dydBXh7NaZlw,Second Floor Rumour – Skip a Beat (Official Music Video),This is the debut single of the Austrian music duo SECOND FLOOR RUMOUR. GET THE SONG: https://song.link/SkipABeat Before writing and producing the ...,Second Floor,2018-04-27T10:39:08Z
4fU_MxnlXMjGFt73oU6-G1QUk74,sqNZUdXvGbg,2018-09-20T15:42:26Z,UCsTqMYN1zA4rPMOvbvwy_cg,Seolo - Just Like A Ghost (Official Music Video),"Following on from the success of his Future House banger 'Flying Saucer', Seolo is back with a new single 'Just Like A Ghost'. The artist worked with a German ...",Seolo,2018-09-20T15:42:26Z
EX85rl44FtkpQ0lSRRZkYhNYz8Q,Sn-8Qf6GgCY,2020-02-02T10:30:17Z,UCHoOdbBHk4zqdm1XBUs_U1w,Fire 🔥 - Dropcity (Official Music Video)  [ A SHELDON QUINNY PRODUCTION ],"So I enjoyed taking up this project for ""DROPCITY"", who are out with their original EDM track called ""FIRE"". It was my first ever time dealing with the EDM genre, ...",ꜱʜᴇʟᴅᴏɴ Qᴜɪɴɴʏ ᴏꜰꜰɪᴄɪᴀʟ,2020-02-02T10:30:17Z
MVUx0AsZFUNBnDllPyf7i7ttXiI,nq90tSPMLUU,2020-08-03T05:25:45Z,UCoWoOODjjR0odz8hsoO-soQ,Jesusak - Pleasure In A Pain (Official Music Video),Help us to 10000 on Youtube & turn on the '  ' Grab your fav Million Records merchandise here : https://teespring.com/millionrecords → SPOTIFY PLAYLISTS ...,Million Records,2020-08-03T05:25:45Z
bbGpejwpw6WqxnNZG_Kz4_wA2MU,w2e3XtpxMPA,2020-07-10T05:51:31Z,UCoWoOODjjR0odz8hsoO-soQ,Anton Lacosta &amp; Aleks Marty - Take A Chance (Official Music Video),Help us to 10000 on Youtube & turn on the '  ' Grab your fav Million Records merchandise here : https://teespring.com/millionrecords → SPOTIFY PLAYLISTS ...,Million Records,2020-07-10T05:51:31Z
1OYaptrAHz6tS7fjdPMafZAoVLw,de48fTyNXW0,2014-09-30T23:31:18Z,UCAwEXy0ytAC4w9pEwu677Wg,Hardwell feat. Mitch Crown - Call Me A Spaceman (Official Video),https://www.facebook.com/BER0FF Follow Me.,mavne14,2014-09-30T23:31:18Z
1JL8wWEadMtg-3bRrQpHCOfK4xA,Czw0I2AWlfI,2015-09-30T16:00:00Z,UCd3TI79UTgYvVEq5lTnJ4uQ,Tep No - Swear Like a Sailor (Official Music Video),"Directed by Tyler Haft & Dave Zaun • Get a MrRevillz T-Shirt! http://mrrevillz.bigcartel.com Lyrics: I had a thought, running through my head Now you're gone, ...",MrRevillz,2015-09-30T16:00:00Z
lmwhPteO9DPMgSV1HqPiDBPbtLI,kp9qzPWctKs,2015-10-11T06:00:00Z,UCKamE2E1mDtyRWJi721MKBQ,Opiuo x Shapeshifter - Slug A Bug (Official Video),The official video for the collaboration between NZs Opiuo & Shapeshifter - Slug A Bug IS OUT NOW!!! Download FOR FREE HERE ...,Official Opiuo,2015-10-11T06:00:00Z
ZPXVK_bcA-3I55tDXOYLFNyoCDI,XX87zl1mc_E,2017-10-07T06:27:21Z,UCJi4Ndawby_dx5pOXMi6CmA,[EDM]  RAPID - LET&#39;S A GO [Official Video],RAPID - LET'S A GO Please like and subscribe!!! \(^°^)/ Composer: Watse D'haene (RAPID) Thanks for your support and subscribe for more awesome music.,BEEB,2017-10-07T06:27:21Z
cDtEJe4vfaSlmjufWcJ2TzAjH8U,4IaRN13mXn8,2019-06-05T11:59:52Z,UCDiH57q0oonclBixLWlKASg,AVIK - A NEW DAWN (Official Music Video) | Prod. Ian Hanks,"Genre defying musical composition by rapper AVIK and EDM producer IAN HANKS fusing elements of Rap and EDM together. ""Do me a favour honey tell em ...",AVIK,2019-06-05T11:59:52Z
NdC4UXuM6Dl6F_JKLE88KdEYHyg,jF9WvUwe2Kk,2015-04-08T15:00:02Z,UCGZXYc32ri4D0gSLPf2pZXQ,Jochen Miller feat. Hansen Tomas - A Million Pieces (Official Music Video),"Following previous smash releases on W&W's Mainstage Music and Armada Trice, Jochen Miller delivers the first single from his forthcoming album. Featuring ...",Armada Music,2015-04-08T15:00:02Z
ClgiAMWcARSjeFj9x7fDlCesDWg,fTZ5eAgXLLA,2021-02-18T17:30:16Z,UCOTyzz_DRPIXNaRcp2NcDiQ,Myd - Born A Loser (Official Video),- Myd - Born A Loser Directed by Art Camp Producted by Auguste Bas (p) & (c) 2021 Ed Banger Records / Because Music.,Myd,2021-02-18T17:30:16Z
hQ1BqI9rvIgKB7A5gRRWdWV6-UU,9wjSq61bmGc,2018-03-19T14:51:13Z,UC4rasfm9J-X4jNl9SvXp8xA,SOFI TUKKER - Baby I&#39;m A Queen (Official Video) [Ultra Music],"Director: Phillip Lopez Director of Photography: Peter Mosiman Creative Director, Ultra Records: Eddie Sears Producer: Cara Scott Follow Us: ...",Ultra Music,2018-03-19T14:51:13Z
yVhBaR9LuPwTcbGoBewhrxJCYjU,FWQkcIlHaV0,2014-08-24T18:43:40Z,UCncj-S0Tx9VxReGm1M31NuA,Club Banditz &amp; A Liga - Mirakuru (Official Music Video),"Club Banditz are back, this time they team up with brazilian star dj's A Liga to bring you the track MIRAKURU. This track will do ultimate dance floor damage!",SquadRec,2014-08-24T18:43:40Z
LnZReo9sjUAsrKVCkoGmeKDYjhI,UyhzW8zSjPU,2016-01-28T19:14:26Z,UC6iin46o7SrAsnl9ig__vlw,RÜFÜS DU SOL ●● Say a Prayer For Me [Official Video],RÜFÜS DU SOL ○○ Say a Prayer For Me [Official Video] Get 'Say A Prayer For Me' here : https://rufusdusol.lnk.to/Bloom Directed by: Toby + Pete ...,RÜFÜS DU SOL,2016-01-28T19:14:26Z
m2u1uh6UaCWLhqkLqGL_CFN4uMI,b9vEo4HqZRE,2020-11-19T22:45:29Z,UCNBSxqXEo_RLR12oP4sMLKw,"JickDaddy_Moovez/Nachtisch (prod Dr A, Somenote &amp;Xyz) Official Video",Hier geht es zur Dirrtytalk Ep: ...,DripDynasty,2020-11-19T22:45:29Z
5FwzM4oXDXN3GUuXdA-7CD_Wz78,9CWo9xjR9tI,2016-04-27T17:09:15Z,UCFReU83GqEJa2Udg6CKDLtA,Fabrikate - Took A Long Time (Official Music Video),"The official music video for ""Took A Long Time"", out now on Kookoo Records and Armada Deep. Featured on the Bodies LP, out May 13th. Download video: ...",Fabrikate,2016-04-27T17:09:15Z
VUryvTsf6GF3LAVpLz4J9OfKYdo,-zldNM8XYLw,2020-04-24T04:01:21Z,UC16zGxZ1weXDUXzRYwtfPqg,PVRIS - Gimme a Minute (Official Music Video),"Directed By: Lorenzo Diego Carrera Produced By: Bailey Gerdy 3D Animators: Elia Pellegrini, Lorenzo Diego Carrera Video Commissioner: Devin Sarno Lyrics: ...",PVRIS,2020-04-24T04:01:21Z
3OE0TpQCzTkOz4Wx5cNCoUxC38c,I2ANOedjIng,2017-03-23T14:55:46Z,UCb3tJ5NKw7mDxyaQ73mwbRg,MaxRiven - Rhythm Is A Dancer (Official Video HD),"Get the Stream / Download here: https://ktr.lnk.to/RhyrhmIsaDancerYo ▻ Follow #Kontor Records Spotify, Apple Music & Co: ...",Kontor.TV,2017-03-23T14:55:46Z
2j59yBfcZmpkHQjhzX1z6D2YoPc,BeLfM4F-4w0,2016-09-12T22:18:33Z,UCDuTlAVxvwh_y6JkVbota9Q,F•A•M•E - ELEPHANT (Official Music Video FAME),"Official Music Video for F•A•M•E's new single, ""ELEPHANT"". F•A•M•E is: Chad Future / M!CHELLE / Langston / DJ DNA FOLLOW F•A•M•E: ...",F•A•M•E,2016-09-12T22:18:33Z
0Xe-TkszfHRpvg9SKGqP9ThcKNE,3xyZ0rdvsjI,2014-06-23T07:47:16Z,UCb3tJ5NKw7mDxyaQ73mwbRg,R.I.O. feat. U-Jean - One In A Million (Official Video HD),"Get it on iTunes: https://itunes.apple.com/de/album/one-in-million-remixes-feat./id891764062?ign-mpt=uo%3D4 ▻ Follow #Kontor Records Spotify, Apple Music ...",Kontor.TV,2014-06-23T07:47:16Z
JS-1LTCSehHIBu-rKmC4vWuhee0,HF99kE54nik,2020-04-09T14:00:12Z,UC-8caE5F0GjA0-ZhpN5mRtg,FNZ - Rhythm is a Dancer (Official Music Video),Follow FNZ on ✓ FACEBOOK ▷ https://www.facebook.com/fnzmusic INSTAGRAM ▷ https://www.instagram.com/fnz_music SOUNDCLOUD ...,FNZ,2020-04-09T14:00:12Z
SiirlZPe5Hw6Nfuo7nUPgcUcTZs,bJclKs3jl24,2015-01-29T09:33:05Z,UCdUpa_NQIUIHQx5SG2OzEUQ,KORR-A Swipe Right (Tinder Song) Official Music Video,Official Swipe Right (Tinder Song) by KORR-A --------------------- Follow KORR-A: http://www.facebook.com/korramusic http://www.twitter.com/korr_a ...,KORR- A,2015-01-29T09:33:05Z
aKBxTVBKOBWDBxiRB-XDPk39s6k,tSZ8uLAhS4I,2012-03-09T16:41:51Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Scooter - It&#39;s A Biz (Ain&#39;t Nobody) (Official Video HD),▻SCOOTER LIVE 2021 08.05.21 DE - Dresden //Junge Garde (Nachholshow) 12.06.21 HU - Budapest Park // Budapest 19.06.21 PT - EDC Europe // Praia da ...,Kontor.TV,2012-03-09T16:41:51Z
GfWYJmsWK-7DULWNsKGOVg1AOjo,r1lMxsy7L5w,2012-02-10T17:04:35Z,UChEzgc8o4xmWCYwjsrZ3wOg,MIRANDA - Vamos a la playa [Official video HD],Listen on Spotify: https://open.spotify.com/track/269lVkxBDL1zlFYrEBGHNa?si=eArXMoGxSCGfqqZPK-rOPQ Grab your copy on iTunes: ...,DO IT YOURSELF,2012-02-10T17:04:35Z
pjs2yuS1fPQX7FNooBZo3sG_BDM,3L34XXm3f_E,2019-01-19T10:21:35Z,UCpokfF_3rXDnm1ISWZ-QBYg,Linsello - A Million Worlds (Official Music Video),"This track can be found on Spotify: https://open.spotify.com/track/3hUtMl3IPmy3kOJ8zhkymm?si=hGjEFbhCQWm4ogfel-qzUQ It can also be found on iTunes, ...",Linsello,2019-01-19T10:21:35Z
4rs7Spu1UIe36VhduUKbAMB_QMY,frrgf4pbJsI,2014-06-25T11:53:56Z,UC_MsAEyTYUBfxp9j1XwMhMw,R.I.O. Feat U-Jean - One In A Million (Official Video),"Blanco y Negro Music is the leading dance music record company in Spain, welcome to the official YouTube home page for non stop dance!! Blanco y Negro ...",Blanco y Negro Music,2014-06-25T11:53:56Z
eseWFpLxFQ3GDMjBJajwyFO6TxE,7NiL0WrXpUA,2011-01-03T15:11:55Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Tomcraft - A Place Called Soul (Official Video HD),Get it on iTunes: https://itunes.apple.com/de/album/a-place-called-soul-remixes-ep/id404268681?ign-mpt=uo%3D4 ▻ Follow Kontor Records Facebook: ...,Kontor.TV,2011-01-03T15:11:55Z
kLWYXE_0QUeo-LteDkAGhgHvE7s,cbUSfNnQ-cY,2018-12-08T20:38:31Z,UClwtG3FngrvHzgDGpg2tUgg,GRAMA  - A NEW BEGINNING (OFFICIAL VIDEO),"This is our first music video. Hope you like it! If you liked the video, feel free to share it with all your friends :D Follow us on Instagram: ...",Grama Official,2018-12-08T20:38:31Z
ioOHxqd6nInMAD7F60ivKog3tCk,KkGD3l1HeBQ,2019-04-19T02:02:08Z,UCEG7T75E7vD0V2hUeazgYJQ,Find A New Way - Austin Hart Beats (Official Music Video),AHB Debut Single - Find A New Way will be on iTunes and streaming everywhere May 7 Follow www.AustinHartBeats.com for more!,Austin Hart Beats,2019-04-19T02:02:08Z
CggCqx_SjMRalhMHX3ljyJqXNoA,RuGtFHFO6eM,2019-09-09T16:00:11Z,UCDcXQTBqegIrw9et9oUuL6w,Zatox Feat. Skits Vicious - Freedom Is a Fire (Official  Video),"hardstyle #zatox #music Stream & Download : https://lnk.to/qHVbr Zatox & Skits Vicious performing ""FREEDOM IS A FIRE ""   I hope this track will be a reminder ...",Zatox,2019-09-09T16:00:11Z
QeThMq9Hgykr8P87Nk5gDgWeon8,T86vH6hj5XA,2017-09-13T07:00:05Z,UC_3VEIQADX6VcCXgQ8BoH7g,Moon Bounce - I Am A Strange Loop (Official Music Video),LYRICS: I'm in the sun The warmth can heal I never thought I'd feel so real Then there's that thought That lingers still An illusion of free will *Let the loop ...,MovingCastleVEVO,2017-09-13T07:00:05Z
O5EEjgtcZJITs5inhBTD9P12dOI,GcATZKlqNzs,2018-03-07T08:00:00Z,UCQYLzinJiumJLvKuQs0_7Xg,MICHAEL PRADO -  Last Night A Dj Saved My Life (Official Video),"//// INFO BOOKING: matteo.villa@egomusic.net Michael Prado was born in São Paulo, Brazil, and later moved to Milan in Italy, where he began his career as dj ...",EGO TV,2018-03-07T08:00:00Z
L87B5u8fEM4nVmszaleTQdujXBQ,cn3QiJL9BWc,2016-05-26T07:35:01Z,UCaFuSm06K3UHTeaq4Qp28hA,Bioweapon - Make A Move (Official Video),Enjoy the preview Follow Bioweapon: https://www.facebook.com/bioweapon/?fref=ts Check http://www.wer-music.com for more info!,WE R Music,2016-05-26T07:35:01Z
y-Z98ylx960jiWs3YHvG2KbpDWQ,p7TgSoJJEaY,2019-05-05T11:31:09Z,UCf0q_6fzqqpfmsPLlW1hHag,Starblast - Rhythm is a Dancer (Official Video),#Starblast #RhythmIsADancer Facebook: http://www.facebook.com/starblastmusic Instagram: http://instagram.com/starblastmusic/ Twitter: ...,Starblast,2019-05-05T11:31:09Z
pvGIh72cuvUEBJlEvpxNMSnpphA,DEx7eKCrDX4,2019-07-19T16:03:16Z,UChEzgc8o4xmWCYwjsrZ3wOg,MIRANDA - Vamos a la playa (Miss Nipple remix) [Official video],Shooting by Calibro9film Director: Druga Follow MISS NIPPLE (prod. by Jenny Dee & DaBo) https://www.instagram.com/missnixxle ...,DO IT YOURSELF,2019-07-19T16:03:16Z
dfB2tLoZDvXWXyCG2Gn7TIu4krs,4rKzsbExRoo,2017-08-15T15:32:48Z,UCb3tJ5NKw7mDxyaQ73mwbRg,SOULCLIMBERS &amp; Jazz Buddafly - A Place For Me (Official Video HD),TAKEN FROM KONTOR SUMMER JAM 2017 FULL LENGTH & UNMIXED DANCE HITS + EXCLUSIVE BEACH CLUB CD! 3CD & DOWNLOAD // OUT NOW ...,Kontor.TV,2017-08-15T15:32:48Z
-5oPjygQC0l0bPiDvCf8MD4m-1w,A7190XO6w2c,2016-12-14T22:43:46Z,UCBHxbQ34Z_aa1m6DtDEfTAQ,Fluidity - Lightning In a Bottle 2017 Official Video,"Credits: → Directed by: Ari Fararooy → Produced by: Media Stranger → Music: ""Hold On"" - Arman Cekin ft. Brave Follow Us: LIB → Instagram: ...",Do LaB,2016-12-14T22:43:46Z
Kd8QHifs9F36n4C7pxgFntUdIzc,_YmXFeWffsc,2011-10-26T14:15:31Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Spankers - Everyone&#39;s A DJ (Short Edit) (Official Video HD),Get this track here: http://goo.gl/1W26f ▻ Follow Kontor Records Facebook: http://facebook.com/kontorrecords Twitter: http://twitter.com/kontorrecords Google+: ...,Kontor.TV,2011-10-26T14:15:31Z
cOX2cIbD42ahMzl-5LOd7RQjfRY,TgjLL8Ywbt8,2019-06-27T23:00:02Z,UChFvnkpx-6VZRMQBM7qSA_A,A Billion Robots &amp; PWR (Mark McCabe Remix) - You [OFFICIAL VIDEO],'You' (Mark McCabe Remix) is out now and available on all major platforms. Listen here: https://smarturl.it/abr-pwr-you Video created and directed by Ayman ...,PWR,2019-06-27T23:00:02Z
EKWQBkCwWo--FL5UbAy6Ioc1ImM,Ou2OjyO68zI,2018-03-02T13:17:33Z,UCgbY_nksHfU2ymcqAGnh5IQ,BANG IT ON A WEDNESDAY - BLAKGOLD ft Mr Killa (Official Music Video),"Join, Like and Subscribe for continued updates on BLAKGOLD releases. Connect with BLAKGOLD: https://www.facebook.com/blakgoldmusic ...",BLAKGOLDMUSIC,2018-03-02T13:17:33Z
8JLUgUzw3JzAgpQZ0hAFofPs8k0,RgQJtoCgVzQ,2020-06-09T16:31:44Z,UCb6sWZG7ugTqZ2cOq9IxVxQ,Dexperia - Waiting for a Wonder (Official Video),Website: www.Dexperia.de.,Dexperia,2020-06-09T16:31:44Z
7W79-HE1NW0izTw4i50oNUv8DsE,1XYijTOZ-6A,2017-09-15T05:29:18Z,UCdqc-1WCimutuS1i6Ca5-fw,Clayton Cash &amp; Da Rick - Like a Viking (Official Video),"DJ Boekingen: flor@da-rick.com DJ & MC sets: Freestyle & Partystyle, 90s & 00s Facebook: http://www.fb.com/DaRickOfficial Instagram: ...",Da Rick,2017-09-15T05:29:18Z
O6vi2uF0urX131YoTB7LtzqhzPc,6TCGtt6wzf4,2019-05-10T17:12:08Z,UC4rasfm9J-X4jNl9SvXp8xA,SNBRN - Tits On A Tricycle (Official Video) [Ultra Music],SNBRN - Tits On A Tricycle SNBRN - Tits On A Tricycle by Ultra Music https://ffm.to/titsonatricycle The Latest & Greatest from Ultra Music ...,Ultra Music,2019-05-10T17:12:08Z
Q3fASppmucaWLwyRP_Lz8APE7x4,8VzI2GBWo7c,2020-11-19T21:54:22Z,UCr0PU0c2qxQd7Sq_J2FZs4g,D72 - A New Day (Official Video),"Official Video. When you don't have a good day don't forget there is always “A New Day”. I still get goosebumps, even after listening to it for more than 200 times, ...",D72official,2020-11-19T21:54:22Z
dAjVzow64y6ZKlSgqOYIv1xsYr0,Y7tLcatu1xw,2020-05-10T22:47:59Z,UCC2W9B62TSST1R_0r22MTPQ,PIANOMAN ft. a little rain - official music video,"My original ""PIANOMAN"" is the first step towards the music production dream. With a simple piano dominating a good section, the track itself is an attempted ...",Samuel Kuruvilla Renji,2020-05-10T22:47:59Z
eq_07SjRoFeXwhZNDoDvh38iiX0,8G6KX4YYNP4,2019-09-30T13:59:38Z,UCJ2cGU-CskWXRmzql5RgjKg,Consoul Trainin &amp; Lewis Watson - Don’t Say A Word (Official Video),Director: Yiannis Papadakos D.o.P & Camera: Yiannis Papadakos Production Manager: Ju Stamatakis Production assistant: Manos Reppas Styling: Dennis ...,Marvellous,2019-09-30T13:59:38Z
k_bmbhTruyiTDByQwaHZGzsld-g,IOhQwuuRTUs,2019-08-12T17:58:47Z,UCYQ2JhwRQbBU9BLchJ4TjRA,MIDG3 - WAIT A MINUTE (Official Music Video),MIDG3 - Wait A Minute (Original Mix) This is the 2nd release from Insanity EP. Warning! This video contains flashing images that viewers may find uncomfortable ...,MIDG3,2019-08-12T17:58:47Z
j_ccDIDTGbJmqS_fstaIXxyWFvE,7M6knjhuBrU,2021-01-29T00:43:41Z,UC5ydCbjM-ru8aCvi-sxeHtw,Ape Hold A Bag (Ape Together Strong) Official Music Video,Fuck Robinhood Ape Together Strong.,Jason Hope,2021-01-29T00:43:41Z
l_TsxY0JyjR_xgiUGimoY9hUTpo,BBJs3hjBbMM,2016-03-25T17:00:00Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Achtabahn feat. Beady - Like a New Love (Official Video HD),TAKEN FROM KONTOR TOP OF THE CLUBS VOL. 70 +++ GERMANY'S NO. 1 DANCE COMPILATION FEATURING MANY EXCLUSIVE TRACKS +++ 60 ...,Kontor.TV,2016-03-25T17:00:00Z
8Ih7tDugKfvQIqY_jttIkFmBFk8,gg8Gp_KoU6Q,2012-07-25T10:09:01Z,UCb3tJ5NKw7mDxyaQ73mwbRg,ItaloBrothers - My Life Is A Party (R.I.O. Video Edit) (Official Video HD),"Get the single ""My Life Is A Party"" here Download on iTunes: http://bit.ly/16uAwQn Taken from Kontor Top Of The Clubs - The Biggest Hits Of The Year MMXII!",Kontor.TV,2012-07-25T10:09:01Z
xU-ejZ7Zt8zUTMDMLwybS0fiL4E,865iQx84J6w,2012-06-26T15:36:48Z,UC_MsAEyTYUBfxp9j1XwMhMw,Joachim Garraud Feat. Ze! - My Boyfriend Is A Robot (Official Video),booking@blancoynegro.com 34.93.2254400 34.689126647 Licensing: alex@blancoynegro.com CHECK US OUT ONLINE: ...,Blanco y Negro Music,2012-06-26T15:36:48Z
h4C1vKwV66a2-bSYh30JLESWsXE,5K1RVsdsF2E,2012-03-13T15:00:48Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Jasper Forks - This Club Is A Wonderland (Official Video HD),Taken from Kontor Top Of The Clubs Vol. 54! - Out Now! Order here: http://goo.gl/cMC43 ▻ Follow Kontor Records Facebook: http://facebook.com/kontorrecords ...,Kontor.TV,2012-03-13T15:00:48Z
BxOwv6TUN8Fa8nKjjdGjxA_twzM,Q57ngTy-KOA,2011-07-28T22:21:29Z,UC4rasfm9J-X4jNl9SvXp8xA,Loona - Vamos A La Playa (Official Video),Buy the single here: http://goo.gl/zXU9D Loona - Vamos A La Playa (Official Video) Ultra Music is one step ahead in the world of dance music and is a leading ...,Ultra Music,2011-07-28T22:21:29Z
3VOfbn5o3UH5kinaRB351XjujMg,sXJqzcUdvyc,2011-08-04T10:33:15Z,UCiiN5Ld9pGMwcYrLUJfYlCQ,Micky Slim - I&#39;m A Freak (Official Video),"Get your copy now: on Beatport http://bit.ly/IamaFreak on iTunes http://bit.ly/IAFonITUNES Micky Slim's new creation ""I'm A Freak"" EP released on Mixmash ...",Mixmash Records,2011-08-04T10:33:15Z
DAsd0i6qkIwNnx83BrWfia--apg,5E4i54EcBbc,2016-03-01T12:00:00Z,UCGZXYc32ri4D0gSLPf2pZXQ,Achtabahn feat. Beady - Like A New Love (Official Music Video),"A few days ago, user CtlynJnrIsStnnngNBrve asked what The Bearded Man's lifelong dream was. What a tough question! We tracked him down, but we're not ...",Armada Music,2016-03-01T12:00:00Z
